City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,sianow,54.2265,16.2913,6.88,89,100,1.33,PL,1731451859
286,goondiwindi,-28.55,150.3167,28.81,51,33,4.52,AU,1731451860
287,tshabong,-26.05,22.45,23.97,13,0,1.98,BW,1731451863
288,lubang,13.8584,120.124,28.17,74,91,0.73,PH,1731451865
289,celestun,20.8667,-90.4,26.74,73,78,3.71,MX,1731451866
290,onega,63.9061,38.1404,-1.22,93,76,2.9,RU,1731451867
291,steinkjer,64.193,11.3851,9.96,82,100,5.22,NO,1731451868
292,phek,25.6667,94.5,10.77,98,44,0.58,IN,1731451869
293,bashmakovo,53.2133,43.0342,-0.79,81,97,3.58,RU,1731451870
294,hasaki,35.7333,140.8333,18.21,67,0,11.43,JP,1731451871
295,acapulco de juarez,16.8634,-99.8901,29.9,79,75,4.12,MX,1731451872
296,juan griego,11.0817,-63.9655,33.07,62,100,5.66,VE,1731451873
297,kongsberg,59.6652,9.6465,4.98,78,85,0.9,NO,1731451874
298,sao joao da barra,-21.6403,-41.0511,26.05,89,0,7.24,BR,1731451851
299,nuku'alofa,-21.1333,-175.2,26.19,89,75,5.66,TO,1731451877
300,pauini,-7.7136,-66.9764,24.12,93,100,1.68,BR,1731451878
301,mitrofanovka,49.9708,39.6939,-0.9,80,20,1.58,RU,1731451879
302,san ignacio de velasco,-16.3667,-60.95,21.86,60,68,4.23,BO,1731451880
303,katabu,-4.9333,122.5167,25.65,88,39,0.95,ID,1731451881
304,new norfolk,-42.7826,147.0587,17.62,46,100,1.88,AU,1731451882
305,belokurikha,51.9959,84.9896,-10.59,87,58,1.63,RU,1731451883
306,sola,-13.8833,167.55,27.14,79,63,7.97,VU,1731451884
307,swakopmund,-22.6833,14.5333,14.43,86,29,0.45,NA,1731451885
308,luancheng,37.8792,114.6517,12.0,93,100,1.83,CN,1731451886
309,aasiaat,68.7098,-52.8699,-7.95,82,100,6.53,GL,1731451887
310,kingston,17.997,-76.7936,26.53,89,75,3.6,JM,1731451599
311,narayanpet,16.7333,77.5,21.89,66,70,3.19,IN,1731451890
312,timbuktu,16.7735,-3.0074,26.49,16,98,3.85,ML,1731451891
313,lerwick,60.1545,-1.1494,11.78,95,100,10.35,GB,1731451892
314,princeville,45.7668,-61.2985,8.16,99,100,0.0,CA,1731451893
315,paulinia,-22.7611,-47.1542,22.52,60,56,6.21,BR,1731451894
316,homer,59.6425,-151.5483,0.93,70,0,0.0,US,1731451895
317,touros,-5.1989,-35.4608,25.71,81,5,6.16,BR,1731451896
318,nova sintra,14.8667,-24.7167,26.6,66,14,7.04,CV,1731451897
319,manglaur,29.8,77.8667,17.71,58,0,1.99,IN,1731451898
320,mbandaka,0.0487,18.2603,22.55,90,25,1.02,CD,1731451899
321,lucas,41.6501,-83.6666,7.08,64,0,5.14,US,1731451900
322,gamba,-2.65,10.0,25.28,91,96,2.5,GA,1731451901
323,tamanrasset,22.785,5.5228,11.95,28,0,2.06,DZ,1731451903
324,gisborne,-38.6533,178.0042,17.34,64,22,5.36,NZ,1731451660
325,murgab,37.4966,61.9714,9.93,93,100,5.14,TM,1731451905
326,burgersdorp,-30.9977,26.3286,14.9,73,8,3.38,ZA,1731451906
327,sao miguel do araguaia,-13.275,-50.1628,24.6,85,67,2.27,BR,1731451907
328,gejiu,23.306,103.1635,11.8,96,38,1.21,CN,1731451908
329,zheleznodorozhnyy,55.7503,38.0042,0.75,89,73,2.24,RU,1731451909
330,mount pearl,47.5166,-52.7813,13.18,98,100,6.69,CA,1731451910
331,six-fours-les-plages,43.0938,5.84,15.73,63,96,4.02,FR,1731451911
332,coyhaique,-45.5752,-72.0662,8.28,100,100,3.57,CL,1731451659
333,rawson,-43.3002,-65.1023,19.16,32,0,4.12,AR,1731451913
334,orange cove,36.6244,-119.3137,15.13,60,40,1.54,US,1731451914
335,kalifornsky,60.4183,-151.29,-6.83,93,0,1.54,US,1731451915
336,magadan,59.5667,150.8,-14.58,71,100,4.58,RU,1731451916
337,belmonte,-15.8631,-38.8828,25.2,86,3,5.46,BR,1731451917
338,sanming,26.2486,117.6186,18.44,93,100,1.31,CN,1731451918
339,le port,-20.9373,55.2919,21.98,96,46,1.89,RE,1731451920
340,port moresby,-9.4431,147.1797,28.68,74,40,1.54,PG,1731451921
341,tanout,14.9709,8.8879,24.5,21,0,4.5,NE,1731451922
342,oodweyne,9.4092,45.064,21.46,32,1,3.88,SO,1731451923
343,kanniyakumari,8.0833,77.5667,26.7,78,51,3.63,IN,1731451924
344,thunder bay,48.4001,-89.3168,4.99,65,20,3.6,CA,1731451806
345,mulchen,-37.7167,-72.2333,18.23,50,28,4.79,CL,1731451645
346,ankazoabo,-22.2833,44.5167,25.4,58,70,2.23,MG,1731451927
347,gizo,-8.103,156.8419,28.43,73,98,1.3,SB,1731451928
348,dolores,-36.3132,-57.6792,15.52,52,82,0.75,AR,1731451929
349,antofagasta,-23.65,-70.4,17.6,83,3,1.74,CL,1731451663
350,brazzaville,-4.2658,15.2832,24.77,81,36,0.73,CG,1731451931
351,cidreira,-30.1811,-50.2056,17.24,62,10,4.84,BR,1731451932
352,agadez,19.75,10.25,20.69,24,1,2.51,NE,1731451934
353,mezhdurechenskiy,59.6,65.9333,-12.05,94,83,3.0,RU,1731451935
354,kapuskasing,49.4169,-82.4331,-0.95,93,100,2.57,CA,1731451739
355,jaisalmer,26.9147,70.9181,24.39,32,0,2.67,IN,1731451937
356,balnearia,-31.0088,-62.6673,23.59,29,0,2.86,AR,1731451938
357,alto barinas,8.5931,-70.2261,26.93,74,75,3.34,VE,1731451916
358,borogontsy,62.6683,131.1683,-23.85,99,94,2.7,RU,1731451940
359,minas de marcona,-15.2119,-75.1103,15.83,70,42,4.2,PE,1731451941
360,ar ruways,24.1103,52.7306,24.64,70,0,2.31,AE,1731451942
361,san sebastian de la gomera,28.0916,-17.1133,21.2,73,20,1.54,ES,1731451943
362,quixeramobim,-5.1992,-39.2928,30.32,35,27,2.22,BR,1731451944
363,grand falls-windsor,48.9332,-55.6649,8.06,90,100,2.25,CA,1731451945
364,san luis de la loma,17.2706,-100.8939,28.11,76,100,2.35,MX,1731451946
365,qusar,41.4273,48.4289,3.34,98,100,1.55,AZ,1731451947
366,yeppoon,-23.1333,150.7333,26.92,61,93,3.64,AU,1731451948
367,freetown,8.484,-13.2299,26.84,83,75,3.09,SL,1731451949
368,punaauia,-17.6333,-149.6,27.8,69,20,7.6,PF,1731451952
369,sidrolandia,-20.9319,-54.9614,25.23,44,91,8.14,BR,1731451816
370,koulikoro,14.0,-7.75,26.22,21,95,2.77,ML,1731451954
371,mayahi,13.9553,7.6712,25.62,22,2,3.89,NE,1731451955
372,pirapora,-17.345,-44.9419,24.89,64,21,1.58,BR,1731451956
373,ed damer,17.5928,33.9592,27.2,54,0,4.62,SD,1731451957
374,malango,-2.9627,119.9001,20.96,90,47,0.43,ID,1731451958
375,polyarnyy,69.1989,33.4478,0.98,87,100,5.72,RU,1731451959
376,patong,7.8961,98.2966,30.01,86,98,3.43,TH,1731451960
377,cangucu,-31.395,-52.6756,12.45,72,88,0.71,BR,1731451933
378,uryupinsk,50.8047,42.0138,1.45,81,41,2.06,RU,1731451964
379,nabire,-3.3667,135.4833,24.09,90,99,1.43,ID,1731451754
380,kangding,30.0513,101.9603,6.75,63,59,2.3,CN,1731451966
381,pacific grove,36.6177,-121.9166,16.35,78,60,1.79,US,1731451967
382,oranjestad,12.524,-70.027,28.97,80,20,3.09,AW,1731451968
383,warud,21.4667,78.2667,18.35,53,21,1.47,IN,1731451969
384,labrador city,52.9463,-66.9114,-7.68,69,20,4.12,CA,1731451970
385,bandar-e genaveh,29.5791,50.517,25.68,58,60,4.68,IR,1731451971
386,sitka,57.0531,-135.33,7.94,81,100,0.0,US,1731451972
387,brownsville,25.9018,-97.4975,26.66,68,22,5.45,US,1731451973
388,letpandan,17.7833,95.75,22.05,93,0,2.69,MM,1731451975
389,fale old settlement,-9.3852,-171.2468,28.54,72,10,6.14,TK,1731451976
390,kismayo,-0.3582,42.5454,26.4,83,90,2.73,SO,1731451977
391,la sarre,48.8002,-79.1996,-3.43,86,55,1.0,CA,1731451978
392,hengchun,22.0042,120.7439,26.09,81,100,9.55,TW,1731451980
393,jining,35.405,116.5814,15.41,91,100,2.37,CN,1731451981
394,corner brook,48.9667,-57.9484,5.71,98,97,1.5,CA,1731451983
395,mirabad,30.4362,61.8383,18.25,31,40,1.59,AF,1731451984
396,ariquemes,-9.9133,-63.0408,23.94,98,66,3.21,BR,1731451847
397,tura,25.5198,90.2201,17.96,88,0,2.02,IN,1731451986
398,quellon,-43.1167,-73.6167,11.96,81,100,2.07,CL,1731451987
399,umm kaddadah,13.6017,26.6876,23.32,18,0,6.14,SD,1731451988
400,ust'-kut,56.7938,105.7672,-11.57,89,100,2.81,RU,1731451989
401,borujen,31.9652,51.2873,7.4,73,0,1.83,IR,1731451990
402,foumban,5.7291,10.9001,20.35,62,80,0.89,CM,1731451991
403,leava,-14.3,-178.1667,27.5,80,100,5.69,WF,1731451992
404,coquimbo,-29.9533,-71.3436,14.85,81,40,5.66,CL,1731451758
405,metahara,8.9,39.9167,20.92,47,1,1.35,ET,1731451995
406,ulsteinvik,62.3432,5.8487,13.07,80,97,7.39,NO,1731451996
407,karatas,36.582,35.3701,19.69,65,0,1.45,TR,1731451997
408,portland,45.5234,-122.6762,13.02,86,100,6.17,US,1731451803
409,inarajan village,13.2736,144.7484,27.54,94,100,22.64,GU,1731451999
410,beira,-19.8436,34.8389,26.05,83,40,0.48,MZ,1731452000
411,villa ocampo,-28.4875,-59.3551,20.05,30,10,2.01,AR,1731452001
412,maputo,-25.9653,32.5892,20.82,100,75,1.54,MZ,1731452002
413,banda aceh,5.5577,95.3222,26.19,80,96,1.57,ID,1731452003
414,baturaja,-4.1333,104.1667,23.81,97,94,0.51,ID,1731452004
415,neiafu,-18.65,-173.9833,27.38,78,75,7.2,TO,1731452005
416,tabou,4.423,-7.3528,26.05,83,82,2.27,CI,1731452006
417,konstantinovsk,47.5828,41.0922,1.47,72,12,3.23,RU,1731452007
418,sinjai,-5.1241,120.253,27.07,77,100,1.2,ID,1731452008
419,sadjoavato,-12.6334,49.349,22.16,85,74,3.35,MG,1731452009
420,backa palanka,45.2508,19.3919,6.3,58,100,2.18,RS,1731452011
421,kimbe,-5.5502,150.1429,30.35,65,69,0.46,PG,1731452012
422,dongola,19.1667,30.4833,21.53,23,0,6.34,SD,1731452013
423,garbahaarrey,3.3289,42.2209,25.68,76,99,1.04,SO,1731452014
424,laojunmiao,39.8333,97.7333,1.63,62,32,1.97,CN,1731452015
425,kalmunai,7.4167,81.8167,26.09,84,56,3.12,LK,1731452016
426,wuyishan,28.0047,117.8114,18.07,93,4,1.83,CN,1731452018
427,oroqen zizhiqi,50.5667,123.7167,-9.91,85,97,0.59,CN,1731452019
428,morehead city,34.7229,-76.726,16.69,74,51,2.68,US,1731451943
429,marka,1.7159,44.7717,25.83,84,41,2.32,SO,1731452021
430,williams lake,52.1415,-122.1445,9.47,61,20,2.57,CA,1731452022
431,sinop,41.7711,34.8709,8.94,83,99,2.72,TR,1731452023
432,igarka,67.4667,86.5833,-22.67,98,99,2.4,RU,1731452024
433,keila,59.3036,24.4131,4.01,93,100,2.06,EE,1731452026
434,forster,-32.1667,152.5167,21.84,75,91,1.38,AU,1731452027
435,vero beach,27.6386,-80.3973,27.02,81,40,4.12,US,1731452028
436,jiexiu,37.0244,111.9125,11.66,95,100,0.65,CN,1731452029
437,lamu,-2.2717,40.902,26.33,83,99,3.03,KE,1731451924
438,geraldton,-28.7667,114.6,14.23,88,100,5.14,AU,1731452031
439,ketchikan,55.3422,-131.6461,7.99,93,100,2.06,US,1731452032
440,at turrah,32.6414,35.9919,15.52,83,0,1.04,JO,1731452033
441,broome,42.2506,-75.833,3.21,70,0,5.66,US,1731452034
442,sao gabriel da cachoeira,-0.1303,-67.0892,28.22,67,65,0.77,BR,1731452035
443,sibolga,1.7427,98.7792,24.75,88,94,1.17,ID,1731452037
444,olyokminsk,60.3736,120.4264,-18.59,99,95,0.89,RU,1731452038
445,kyshtovka,56.555,76.6271,-11.03,94,100,3.95,RU,1731452039
446,lefkada,38.8275,20.7019,15.95,72,75,5.66,GR,1731452041
447,ofunato,39.0717,141.7167,8.88,71,0,0.86,JP,1731452042
448,richfield,44.8833,-93.283,7.71,72,75,7.72,US,1731451830
449,palikir - national government center,6.9248,158.1611,30.41,79,75,3.09,FM,1731452044
450,hobyo,5.3505,48.5268,26.62,83,77,6.15,SO,1731452045
451,los llanos de aridane,28.6585,-17.9182,18.86,82,0,2.57,ES,1731452046
452,lieksa,63.3167,30.0167,2.72,90,100,4.6,FI,1731452047
453,sambava,-14.2667,50.1667,23.19,88,72,4.23,MG,1731452048
454,mount pleasant,32.7941,-79.8626,20.0,76,0,3.6,US,1731452049
455,khromtau,50.2503,58.4347,-7.18,91,63,7.38,KZ,1731452050
456,tocopilla,-22.092,-70.1979,18.32,70,17,1.42,CL,1731451914
457,baringo,0.4667,35.9667,21.04,65,17,2.41,KE,1731452052
458,makungu,-8.7333,35.2833,17.62,75,0,0.66,TZ,1731452053
459,itaituba,-4.2761,-55.9836,30.93,51,100,1.65,BR,1731452054
460,skvyra,49.7318,29.6657,-0.57,85,64,2.51,UA,1731452055
461,zuera,41.8677,-0.7898,8.93,77,68,6.13,ES,1731452021
462,arraial do cabo,-22.9661,-42.0278,24.98,78,75,3.09,BR,1731452058
463,jatoba,-9.1831,-38.2689,28.89,61,69,1.87,BR,1731452059
464,playa del ingles,27.7567,-15.5787,20.86,77,16,3.12,ES,1731451824
465,novogornyy,55.63,60.7919,-2.85,84,100,5.24,RU,1731452061
466,kuta,-8.7233,115.1723,26.97,94,20,1.54,ID,1731452062
467,okhotsk,59.3833,143.3,-15.77,72,50,7.83,RU,1731452063
468,an nuhud,12.7,28.4333,23.47,23,3,6.42,SD,1731452064
469,kushnarenkovo,55.105,55.3508,-1.76,94,100,5.81,RU,1731451944
470,ciudad lazaro cardenas,17.9583,-102.2,28.3,72,58,3.63,MX,1731452066
471,tindouf,27.6711,-8.1474,20.25,45,20,4.12,DZ,1731452067
472,vetluga,57.8557,45.781,-1.58,85,100,2.59,RU,1731452068
473,ishigaki,24.3448,124.1572,26.07,89,75,7.2,JP,1731452069
474,karpinsk,59.7654,60.0085,-8.18,93,100,2.49,RU,1731452070
475,barah,13.7,30.3667,24.8,31,0,6.11,SD,1731452072
476,sao joao dos patos,-6.495,-43.7022,23.24,84,74,1.02,BR,1731452073
477,arawa,-6.2132,155.5367,30.38,66,62,1.2,PG,1731452074
478,sanford,28.8006,-81.2731,26.86,79,40,5.14,US,1731451859
479,pyin oo lwin,22.0333,96.4667,15.68,95,0,1.18,MM,1731452076
480,dickinson,29.4608,-95.0513,25.58,59,0,1.34,US,1731452077
481,tanabe,33.7333,135.3667,16.56,72,20,1.54,JP,1731452078
482,impfondo,1.6381,18.0667,22.71,88,66,1.2,CG,1731452079
483,prince rupert,54.3161,-130.3201,8.83,76,20,8.75,CA,1731452080
484,punta del este,-34.9667,-54.95,17.06,63,0,2.57,UY,1731451938
485,carutapera,-1.195,-46.02,25.68,81,98,2.97,BR,1731451993
486,khorinsk,52.1657,109.7726,-10.74,96,89,1.48,RU,1731452083
487,bandarbeyla,9.4942,50.8122,25.6,79,3,8.09,SO,1731452085
488,fisterra,42.9049,-9.2629,13.72,63,74,11.18,ES,1731452086
489,sattahip,12.6664,100.9007,26.05,83,20,2.57,TH,1731452087
490,shevchenko,48.5,35.0,1.54,74,78,2.52,UA,1731452088
491,sao felix do xingu,-6.6447,-51.995,24.59,78,96,0.73,BR,1731452052
492,sisimiut,66.9395,-53.6735,-3.9,70,100,8.17,GL,1731452090
493,chamzinka,54.4019,45.7839,-1.9,84,99,4.76,RU,1731452091
494,lubango,-14.9172,13.4925,16.92,88,100,3.09,AO,1731452092
495,erie,42.7667,-78.6664,3.95,69,3,1.45,US,1731452094
496,burang,30.25,81.1667,-2.75,64,1,1.2,CN,1731452095
497,mahina,-17.5065,-149.489,27.87,69,20,4.63,PF,1731452096
498,pauls valley,34.7401,-97.2223,20.23,58,94,5.2,US,1731452098
499,emerald,-23.5333,148.1667,26.86,64,91,3.97,AU,1731452099
500,broadstairs,51.3591,1.4394,10.98,68,100,1.34,GB,1731452100
501,winnemucca,40.973,-117.7357,8.03,42,40,4.12,US,1731452101
502,hecun,36.5333,114.1111,12.65,92,100,1.05,CN,1731452102
503,giyani,-23.3025,30.7187,19.42,93,100,1.31,ZA,1731452103
504,porto novo,6.4965,2.6036,28.9,85,91,2.56,BJ,1731452104
505,dedenevo,56.25,37.5167,0.37,86,90,2.37,RU,1731452105
506,krasnokamensk,50.0979,118.0369,-4.53,61,3,0.22,RU,1731452106
507,goz beida,13.95,20.55,25.26,19,0,3.26,TD,1731452108
508,yishui,35.7847,118.6281,13.65,94,100,1.39,CN,1731452109
509,dudinka,69.4058,86.1778,-27.9,97,91,3.61,RU,1731452110
510,xilin hot,43.9667,116.0333,2.72,66,1,5.86,CN,1731452111
511,maintirano,-18.0667,44.0167,27.03,74,88,2.91,MG,1731452112
512,port-vila,-17.7338,168.3219,28.78,65,40,6.17,VU,1731452113
513,puerto aysen,-45.4,-72.7,10.17,100,100,2.15,CL,1731451831
514,tomohon,1.3346,124.8392,22.52,85,33,0.59,ID,1731452115
515,kodinsk,58.6881,99.1844,-10.37,86,100,4.37,RU,1731452116
516,krasnoarmeysk,51.0239,45.6969,-1.7,84,35,3.01,RU,1731452117
517,glencoe,-28.1783,30.147,12.66,88,26,0.84,ZA,1731452118
518,mayma,52.0197,85.9114,-9.7,90,86,0.69,RU,1731452119
519,freeport,40.6576,-73.5832,9.43,49,0,8.49,US,1731452122
520,vic-en-bigorre,43.3833,0.05,5.48,93,79,1.63,FR,1731452123
521,paidha,2.4167,30.9855,16.9,79,96,2.12,UG,1731452124
522,aldinga beach,-35.2793,138.4604,17.04,64,11,4.79,AU,1731452125
523,sungai penuh,-2.0833,101.3833,18.93,94,100,0.87,ID,1731452126
524,kitimat,54.0524,-128.6534,7.05,28,100,0.74,CA,1731452128
525,yorkton,51.2167,-102.4677,5.91,70,100,2.06,CA,1731452130
526,surgut,61.25,73.4167,-22.9,84,75,0.0,RU,1731452131
527,paimio,60.4567,22.6869,5.16,95,55,1.54,FI,1731452132
528,argo,37.6333,22.7333,13.84,87,100,1.37,GR,1731452133
529,tidjikja,18.5564,-11.4271,24.13,15,0,2.83,MR,1731452134
530,laayoune,27.1622,-13.2032,18.19,100,0,2.57,EH,1731452135
531,chu,43.5983,73.7614,4.26,90,100,1.44,KZ,1731452136
532,yei,4.095,30.6779,20.29,89,85,1.45,SS,1731452137
533,boende,-0.2167,20.8667,22.36,89,85,1.12,CD,1731452138
534,tbeng meanchey,13.8167,104.9667,22.53,98,100,0.14,KH,1731452139
535,antalaha,-14.9003,50.2788,23.88,76,35,2.88,MG,1731452140
536,divrigi,39.371,38.1137,6.24,72,0,0.29,TR,1731452141
537,dabeiba,7.0017,-76.2672,21.09,99,100,0.53,CO,1731452142
538,midvagur,62.0511,-7.1939,9.46,76,75,10.8,FO,1731452143
539,shakawe,-18.3667,21.85,23.22,63,26,2.15,BW,1731452145
540,napili-honokowai,20.9708,-156.6705,28.64,78,8,8.88,US,1731452146
541,lyepyel',54.8814,28.6932,0.1,79,84,1.65,BY,1731452147
542,manokwari,-0.8667,134.0833,27.43,73,59,0.14,ID,1731452148
543,flin flon,54.7682,-101.865,5.91,75,100,4.63,CA,1731452149
544,robertsport,6.7533,-11.3686,26.77,82,45,5.04,LR,1731452093
545,heber springs,35.4915,-92.0313,13.28,65,22,2.24,US,1731452151
546,cannonvale,-20.2833,148.7,26.66,64,93,2.96,AU,1731452152
547,hatillo,18.4863,-66.8254,26.73,86,98,1.81,PR,1731452153
548,mugia,43.1041,-9.2179,13.28,66,93,11.77,ES,1731452154
549,las khorey,11.1595,48.1967,26.11,67,100,2.8,SO,1731452155
550,tonj,7.2737,28.6822,23.24,79,71,2.08,SS,1731452156
551,rabaul,-4.1967,152.1721,28.37,70,35,1.38,PG,1731452157
552,buka,40.8108,69.1986,9.36,66,100,4.7,UZ,1731452158
553,fauske,67.2588,15.3918,6.64,91,100,3.98,NO,1731452160
554,tughyl,47.7252,84.2063,-3.53,71,98,2.54,KZ,1731452161
555,soio,-6.1349,12.3689,26.05,89,84,4.55,AO,1731452162
556,boromo,11.75,-2.9333,25.82,25,89,2.45,BF,1731452163
557,kone,-21.0595,164.8658,30.21,49,68,3.0,NC,1731452164
558,mwene-ditu,-7.0,23.45,18.85,96,71,1.27,CD,1731452165
559,paghman,34.5875,68.9533,2.47,36,76,0.54,AF,1731452166
560,reggane,26.7158,0.1714,21.96,33,92,3.03,DZ,1731452167
561,zhalantun,48.0,122.7167,-6.02,72,0,0.97,CN,1731452168
562,larache,35.1932,-6.1557,17.22,75,9,5.45,MA,1731452169
563,greenville,35.6127,-77.3663,15.64,58,0,1.34,US,1731451985
564,pangody,65.85,74.4859,-16.93,96,100,3.76,RU,1731452171
565,wenatchee,47.4235,-120.3103,11.88,58,65,1.34,US,1731452173
566,karasburg,-28.0167,18.75,18.93,41,2,3.02,NA,1731452174
567,viedma,-40.8135,-62.9967,17.06,34,65,1.68,AR,1731452116
568,shenjiamen,29.9576,122.298,19.06,77,100,3.68,CN,1731452176
569,kingscliff,-28.2667,153.5667,22.89,83,40,3.09,AU,1731452177
